Your time is limited, so don't waste it living someone else's life.;Seu tempo é limitado. Por isso, não o desperdice vivendo a vida de outra pessoa.
We forge the chains we wear in life.;‘Somos nós que forjamos as correntes que usamos em nossas vidas.
You never regret being kind.;Você nunca se arrependerá de ser gentil.
One important key to success is self-confidence. An important key to self-confidence is preparation.;Uma importante chave para o sucesso é a auto-confiança. Uma importante chave para auto-confiança, é a preparação.
Nothing is less productive than to make more efficient what should not be done at all.;Nada é menos produtivo do que tornar eficiente algo que nem deveria ser feito.
To succeed is to fail repeatedly, but without losing enthusiasm.;Ter sucesso é falhar repetidamente, mas sem perder o entusiasmo.
I atribute my success to this – I never gave or took any excuse.;Eu atribuo o meu sucesso a isso: eu nunca dei ou tomei qualquer desculpa.
You can never cross the ocean until you have the courage to lose sight of the coast.;Você nunca poderá atravessar o oceano até que você tenha coragem de perder de vista a costa.
There is only one way to avoid criticism: do nothing, say nothing, and be nothing.;Há apenas uma maneira de evitar críticas: não faça nada, não diga nada, não seja nada.
Life begins at the end of your comfort zone.;A vida começa no fim da sua zona de conforto.
Speak less. Listen more.;Fale menos. Escute mais.
Let your heart be as wide as the world.;Deixe seu coração ser tão amplo quanto o mundo.
Kill the ego of hunger, feed the soul.;Mate o ego de fome, alimente a alma.
You'll have the view of the top of the mountain that you climb.;Você terá a vista da montanha que subir.
When you don't take any risks, you risk everything.;Quando você não arrisca nada, você arrisca tudo.
Are necessary too many years of work to succeed overnight.;São necessários muitos anos de trabalho para fazer sucesso do dia para a noite.
You should sit in meditation for twenty inutes everyday – unless you're too busy; then you should sit for an hour.;Você deve meditar por vinte minutos todos os dias – a menos que esteja muito ocupado, nesse caso, você deve meditar por uma hora.
To read good books is like talking with the best minds that have ever existed.;Ler bons livros é como poder conversar com as maiores mentes que já existiram.
You will be the same person in five years as you are today, except for the people you meet and the books you read.;Daqui a cinco anos você será a mesma pessoa que é hoje, exceto pelas pessoas que conhecer e pelos livros que ler.
Be the change you want to see in the world.;Seja a mudança que você quer ver no mundo.
If you set goals ridiculously high and it's a failure, you will fail above everyone else's success.;Se você traçar metas ridiculamente altas e falhar, seu fracasso será acima do sucesso de todos.
A sucessful man is one who can lay a firm foundation with the bricks others have thrown at him.;Um homem de sucesso é aquele que cria um alicerce com os tijolos que jogaram nele.
Succes is the sum of small efforts – repeated day in and day out.;O sucesso é a soma de pequenos esforços – repetidos dia após dia.
Have the courage to follow your heart and intuition. They somehow already know what you truly want to become. Everything else is secondary.;Tenha a coragem de seguir seu coração e sua intuição. Eles de alguma forma já sabem o que você realmente quer se tornar. O resto é secundário.
You do not learn to walk by following rules. You learn by doing and falling over.;Você não aprende a andar seguindo regras. Você aprende fazendo e caindo.
Fail seven times, stand up eight.;Falhe sete vezes. Levante-se oito.
Nothing can stop the man with the right mental atitude from achieving his goal nothing on earth can help the man with the wrong mental atitude.;Nada pode parar um homem com a atitude mental correta de alcançar seu objetivo E nada na terra pode ajudar o homem que tem a atitude mental errada.
Sucessful people have fear, sucessful people have doubts, and sucessful people have worries.;Pessoas bem-sucedidas tem medo, pessoas bem-sucedidas têm dúvidas, e pessoas bem-sucedidas tem preocupações.
They just don't let these feelings stop them.;Elas só não deixam esses sentimentos dominarem sua vida.
Be content to act, and leave the talking to others.;Fique contente em agir. Deixa a fala para os outros.
Don't be afraid to give up the good to go for the great.;Não tenha medo de desistir do bom para perseguir o ótimo.
Dreaming big and dreaming small gives the same work.;Sonhar grande e sonhar pequeno dá o mesmo trabalho.
Starting a company is like throwing yourself off the cliff and assembling an airplane on the way down.;Empreender é como se atirar do penhasco e construir um avião na queda.
The bottom of the pit can be a good foundation for building an empire.;O fundo do poço pode ser um bom alicerce para se construir um império.
Run after your own dreams, otherwise you will be hired to perfom someone else's.;Corra atrás dos seus próprios sonhos. Do contrário, você será contratado para realizar os de alguém.
Discipline, sooner or later, overpasses the talent.;A disciplina, cedo ou tarde,supera o talento.
Your wealth will grow as you growing.;A sua riqueza crescerá à medida que você crescer.
Lucky is what happens when preparation finds the opportunity.;Sorte é o que acontece quando a preparação se encontra com a oportunidade.
Create something that a hundred people love.;Crie algo que cem pessoas amem.
The only way to win is learning quicker than anyone.;O único jeito de ganhar é aprender mais rápido que qualquer um.
In your life, you will live to achieve your own goals and dreams, or will be used as one to achieve that of others.;Em sua vida, você viverá para alcançar seus próprios objetivos e sonhos, ou será usado como um recurso para alcançar os dos outros.
Remember that not getting what you want is sometimes a wonderful stroke of luck.;Lembre-se que não conseguir o que você quer é algumas vezes um lance de sorte.
People often say that motivation doesn't last. Well, neither does bathing – that's why we recommend it daily.;As pessoas costumam dizer que a motivação não dura. Bem, nem o banho – é por isso que recomendamos ele diariamente.
Either run the day or the day runs you.;Ou você corre do dia, ou durante o dia você corre.
You miss 100% of the shots you don't take.;Você perde 100% dos tiros que não dá.
Two roads diverged at a bifurcation, and i took the less traveled. An that made all the difference.;Duas estradas divergiam em uma bifurcação, e eu peguei a menos percorrida. E isso fez toda diferença.
Live is about making impact, not income.;A vida é sobre criar impacto, não uma renda.
If you can dream, you can achieve.;Se você pode sonhar, você pode conseguir.
The only way to do great work is to love what you do.;A única maneira de fazer um excelente trabalho é amar o que você faz.
Change your thoughts and you change your world.;Mude seus pensamentos e você muda seu mundo.
And in the end, it's not the years in your life that count. It's the life in your years.;E no final, não são os anos de sua vida que contam. É a vida em seus anos.
When everything seems to be going against you, remeber that the airplane takes off against the wind, not with it.;Quando tudo parece estar indo contra você, lembre-se que o avião decola contra o vento, não a favor dele.
The man who removes a mountain begins by carrying away small stones.;O Homem que remove montanhas sempre começa retirando pequenas pedras do caminho.
You can get what you want or you can just get old.;Você pode conseguir tudo o que quer ou simplesmente ficar velho.
Could you set the table, please?;Você poderia arrumar a mesa, por favor?
I'm hungry.;Estou com fome.
What day is it today?;Que dia é hoje?
I'm feeling sick today.;Eu estou me sentindo doente hoje.
I'm running a little late.;Eu estou um pouco atrasado.
What's for breakfast today?;O que tem para o café da manhã hoje?
I didn't sleep very well, I had a bad dream.;Eu não dormi muito bem, eu tive um pesadelo.
How was school today?;Como foi a escola hoje?
I don't know how to use it.;Eu não sei como usar isto.
Do you want to order something to eat?;Você quer pedir alguma coisa para comer?
Are you awake?;Você está acordado?
Do you want some water?;Você quer um pouco de água?
I ate already.;Eu já comi
Would you like to come over and play some videogame?;Você quer vir aqui e jogar um pouco de videogame?
I have to go to the supermarket.;Eu tenho que ir ao supermercado.
Do you want to watch a movie?;Você quer ver um filme?
Can you switch the light on?;Você pode ligar a luz?
It's too hot today!;Está muito quente hoje!
What would you like to do this evening?;O que você gostaria de fazer esta noite?
I don't understand.;Eu não entendo.
Good night. Sweet dreams.;Boa noite. Bons sonhos.
How was your day?;Como foi seu dia?
Be careful.;Cuidado
I'll be in my room.;Eu estarei no meu quarto.
Is there anything good on TV?;Tem alguma coisa boa na TV?
Are you up to anything this evening?;Vai fazer alguma coisa esta noite?
Let's eat out tonight!;Vamos comer for a hoje à noite!
What would you like for dinner?;O que você gostaria para o jantar?
I'm taking a shower and going to bed.;Eu vou tomar um banho e ir para a cama.
I have to wake up at 7.;Eu tenho que acordar às 7 horas.
I'm too tired.;Estou muito cansado(a).
I'm going to bed.;Eu vou para a cama.
Let me think about it.;Deixa-me pensar sobre isso.
Where is the nearest ATM?;Onde fica o caixa eletrônico mais próximo?
I'd like to cash this check.;Quero trocar este cheque.
I'd like to make a withdrawal.;Quero fazer um saque.
I'd like to make a deposit.;Quero fazer um depósito.
I'd like to transfer some money.;Quero fazer uma transferência.
I'd like to open a savings account.;Quero abrir uma poupança.
I'd like to open a current account.;Quero abrir uma conta corrente.
I'd like to open a business account.;Quero abrir um conta empresarial.
I'd like to apply for a loan.;Quero fazer um empréstimo.
I'd like to cancel a check.;Quero sustar um cheque.
I need to cancel one of my accounts.;Preciso cancelar uma de minhas contas.
Can I access my account through the web?;Posso acessar minha conta pela internet?
My account's overdrawn.;Minha conta está com saldo negativo. | Minha conta está no vermelho.
How many days will it take for the check to clear?;Quantos dias vai levar para o cheque cair na conta?
What are the fees?;Quais são as taxas adicionais?
Can I have your bankcard, please?;O seu cartão, por favor?
Can I have your ID, please?;Sua identidade, por favor?
How would you like the money?;Como o/a senhor/a vai querer o dinheiro?
Good morning.;Bom dia.
What a nice day.;Que dia bonito.
What time is it?;Que horas são?
Are you awake?;Você está acordado?
What day is it today?;Que dia é hoje?
I'm feeling sick today.;Eu estou me sentindo doente hoje.
I'm running a little late.;Eu estou um pouco atrasado.
What's for breakfast today?;O que tem para o café da manhã hoje?
I didn't sleep very well, I had a bad dream.;Eu não dormi muito bem, eu tive um pesadelo.
How was school today?;Como foi a escola hoje?
I took an exam and did well.;Eu fiz uma prova e me saí bem.
Could you set the table, please?;Você poderia arrumar a mesa, por favor?
I'm hungry.;Estou com fome.
Is lunch ready?;O almoço está pronto?
Do you want some water?;Você quer um pouco de água?
Could you help me wash the dishes?;Você poderia me ajudar a lavar a louça?
It's too hot today!;Está muito quente hoje!
Would you like to come over and play some videogame?;Você quer vir aqui e jogar um pouco de videogame?
I have to go to the supermarket.;Eu tenho que ir ao supermercado.
Do you want to watch a movie?;Você quer ver um filme?
Can you switch the light on?;Você pode ligar a luz?
What would you like to do this evening?;O que você gostaria de fazer esta noite?
Have you fed the dog?;Você alimentou o cachorro?
How was your day?;Como foi seu dia?
I'll be in my room.;Eu estarei no meu quarto.
Is there anything good on TV?;Tem alguma coisa boa na TV?
Are you up to anything this evening? ;Vai fazer alguma coisa esta noite?
Do you want to order something to eat?;Você quer pedir alguma coisa para comer?
Let's eat out tonight!;Vamos comer for a hoje à noite!
What would you like for dinner?;O que você gostaria para o jantar?
I'm taking a shower and going to bed.;Eu vou tomar um banho e ir para a cama.
I have to wake up at 7.;Eu tenho que acordar às 7 horas.
I'm too tired.;Estou muito cansado(a).
I'm going to bed.;Eu vou para a cama.
Good night. Sweet dreams.;Boa noite. Bons sonhos.
I shall be late tomorrow.;Eu vou me atrasar amanhã.
A negativa do verbo é shall not, com a contração shan't.
I shan't go to Paris.;Eu não vou para Paris.
I will be late tomorrow.;Eu vou me atrasar amanhã.
I will spend my whole weekend watching TV.;Eu vou passar o final de semana todo assistindo TV.
I won't see her this week.;Eu não a verei essa semana.
I will not go to Paris.;Eu não vou para Paris.
There is a man there.;Há um homem lá.
There are a thousand men here.;Há mil homens aqui.
There was a fly in my soup yesterday.;Tinha uma mosca na minha sopa ontem.
There has not been any house there.;Não tinha nenhuma casa lá.
Will there be anothers opportunities?;Haverá outras oportunidades?
There is nothing here.;Não há nada aqui.
Was there something good yesterday? ;Tinha algo bom ontem?
There has not been anybody on the street.;Não tinha ninguém na rua.
There have been three black cars.;Tinham 3 carros pretos.
Is there any market around here?;Há algum mercado perto daqui?
There wouldn't be a reason.;Não haveria uma razão.
I don't know if there are reasons.;Eu não sei se há motivos.
What is there under the chair?;O que há embaixo da cadeira?
Would there be food?;Haveria comida?
I guess there is food.;Eu acho que tem comida.
There are pictures of mine in my mother's house.;Há fotos minhas na casa da minha mãe.
There isn't parking where I have parked my car.;Não há estacionamento onde eu estacionei o carro.
There have been bugs here.;Tinham insetos aqui.
There would be somebody.;Teria alguém.
Will there be water for everybody?;Haverá água para todo mundo?
Yes there will be.;Sim, haverá.
No, there won't be.;Não, não haverá.
There were not cats yesterday.;Não havia gatos ontem.
Were there many people last weekend?;Haviam muitas pessoas no final de semana passado?
Is there hope?;Há esperança?
There was a cop here two minutes ago.;Havia um policial aqui a dois minutos.
What is it? ;O que é isso?
Red or yellow. Which does she prefer?;Vermelho ou amarelo. Qual ela prefere?
Where will you go to?;Para onde você irá?
Where are you from?;De onde você é?
Where is he from?;De onde ele é?
When did you come?;Quando você veio?
Who do you work with?;Com quem você trabalha?
What are you speaking about?;Sobre o que você está falando?
Why are you so quiet?;Por que você está tão quieto?
Why have you done these things to me?;Por que você fez essas coisas comigo?
How would you answer that question?;Como você responderia essa pergunta?
How are you?;Como você está?
What are you like?;Como você é?
How is your family?;Como está a sua família?
How many people is there in the world?;Quantas pessoas há no mundo?
How much do you know about Brazil?;Quanto você conhece do Brasil?
How much money have you spent?;Quando dinheiro você gastou?
Whose dog is that?;De quem é aquele cachorro?
Why doesn't she come with us?;Por que ela não vem conosco?
Because she can't.;Porque ela não pode.
How many times has Brazil won the world cup?;Quantas vezes o Brasil venceu a copa do mundo?
Where is my wallet?;Onde está minha carteira?
Until when will you stay here?;Até quando você ficará aqui?
Until when are you gonna stay here?;Até quando você ficará aqui? Versão 2
Since when do you have a son?;Desde quando você tem um filho?
Who are you writing for?;Para quem você está escrevendo?
Who will you go with tomorrow?;Com quem você irá amanhã?
Who were you speaking about yesterday? ;Sobre quem você estava falando ontem?
How heavy is he ?;Quanto ele pesa?
How happy is your mother?;Quão feliz sua mãe está?
Who is she?;Quem é ela?
How hot is there?;Quão quente tá lá?
How much food do you eat?;Quanta comida você come?
How many countries will you visit?;Quantos países você visitará?
How much is it?;Quanto é?
How do you do?;Como você faz?
How do I meet you?;Como eu encontro você?
When has it started?;Quando isso começou?
Where are my earrings?;Onde estão meus brincos?
I have a friend whose your parents are traveling around the world.;Eu tenho um amigo cujo os pais estão viajando pelo mundo.
What do you think about my family?;O que você pensa sobre minha família?
What do you think about television?;O que você pensa sobre televisão?
When has it begun?;Quando isso iniciou?
I began to work last year.;Eu comecei a trabalhar ano passado.
She will begin to write   a new book.;Ela começará a escrever um novo livro.
Is the movie starting?;O filme está começando?
The movie has already started.;O filme já começou.
He starts to work at 7.;Ele começa a trabalhar a sete.
The old me played soccer.;Antigamente eu jogava futebol.
The players have played to win.;Os jogadores jogaram para vencer.
What instrument do you play? ;Que instrumento você toca?
Does she play?;Ela brinca?
I will continue the course tomorrow.;Eu continuarei o curso amanhã.
We shall continue the good job.;Nós devemos continuar o bom trabalho.
I must giving up of my dreams.;Eu devo parar de desistir dos meus sonhos.
When did you stop to smoking?;Quando você parou de fumar?;Esdutar regra envolvida.
She doesn't stop to crying.;Ela não para de chorar.
She keeps the car on the street, I have seen.;Ela mantém o carro na rua, eu vi.
I kept this in secret since I knew it.;Eu mantive isso em segredo desde que soube.
You have kept the window's house openned.;Você mantinha a janela de sua casa aberta.
How does the story end?;Como a história termina?
She always ends her dates.;Ela sempre termina seus namoros.
She has left from here.;Ela partiu daqui.
He leaves at five PM.;Ele sai as 5 p.m.
Does he leave the house at noon? ;Ele sai de casa ao meio dia?
I haven't left her behind.;Eu não deixei ela para trás.
I leave the job and  go to the college.;Eu saio do trabalho e vou para faculdade.
They have left with their friends.;Eles partiram com os amigos deles.
What did leave at the office yesterday?;O que ele deixou no escritório ontem?
We have left our country.;Nós deixamos nosso país.
I will never leave you.;Eu nunca deixarei você.
She leaves her daughter with her mother.;Ela deixa a filha com a mãe dela.
Do you let me go too? ;Você deixa eu ir também? 
I don't let you.;Eu não deixo você.
She lets me go.;Ela me deixa ir.
I don't let you date him. ;Eu não deixo você namorar ele.
She has lets her sister go to the party.;Ela deixou a irmã dela ir a festa.
I let my dog sleep inside the house.;Eu deixo meu cachorro dormir dentro de casa.
We would not let her go.;Nós não deixariamos ela ir.
Do you let her open the window at night?;Vocês deixam ela abrir a janela a noite?
Tomorrow I will you let come.;Amanhã eu deixarei você vir.
Have you gone straight? ;Você foi reto?
I went yesterday through the door.;Eu fui ontem através da porta.
I will go tomorrow.;Eu irei amanhã.
I went yesterday to Campinas.;Eu fui ontem a Campinas.
He has gone to the restaurant.;Ele foi ao restaurante.
I will go by foot.;Eu irei a pé.
Did you go to the wedding last weekend?;Você foi ao casamento final de semana passado?
Where do you go on vacations?;Onde você vai nas férias?
Come here?;Vem aqui?
Has not she come?;Ela não veio?
Will you come to the class?;Você virá para aula?
Is she coming?;Ela está vindo?
She is not coming back.;Ela não está voltando.
Do you come by motorcycle? ;Você vem de moto?
She came by foot yesterday.;Ela veio a pé ontem.
He came reading yesterday.;Ele veio lendo ontem.
He comes from the moon.;Ele vem da lua.
She comes from a good family.;Ela vem de uma boa família.
Have you traveled to London?;Você viajou para Londres?
Have you ever traveled to London?;Você já viajou para Londres?
I want to travel this year.;Eu quero viajar este ano.
She has never traveled on her life.;Ela nunca viajou na vida dela.
They will travel tomorrow in the morning.;Eles viajaram amanhã de manhã.
I would like to travel to  Japan.;Eu gostaria de viajar para o Japão.
How do you prefer to travel: by plane or by train?;Como você prefere viajar de avião ou trem?
I traveled one hundred kilometers by bike last year.;Eu viajei 100 km de bicicleta ano passado.
He doesn't like to travel.;Ele não gosta de viajar.
I arrived early yesterday.;Eu cheguei mais cedo ontem.
She didn't arrive in home yet.;Ela não chegou em casa ainda.
What time will you arrive tomorrow?;Que horas você chegará amanhã?
I would like you arrive soon.;Eu gostaria que você chegasse cedo.
How will you arrive home?;Como você vai chegar em casa?
He arrives at midday every day.;Ele chega ao meio dia todos os dias.
You have never arrived late in your life.;Você nunca chegou atrasado na vida.
What time does she arrive at school? ;Que horas ela chega na escola?
I always arrive around seven.;Eu sempre chego por volta das sete.
He doesn't like to arrive late. ;Ele não gosta de chegar tarde.
Do you drive truck?;Você dirige caminhão? 
I don't drive at night.;Eu não dirijo a noite.
She drove to college yesterday.;Ela dirigiu para a faculdade ontem.
He drives very well.;Ele dirige muito bem.
Does she drive frequently?;Ela dirige frequentemente?
When do you prefer to drive, in the morning or at night?;Quando você preferi dirigir, de manhã ou a noite?
I would like to drive through Europe.;Eu gostaria de dirigir pela Europa.
He doesn't drive because he is afraid.;Ele não dirige, porque ele é medroso.
You will drive all the year with this car.;Você dirigirá o ano inteiro com esse carro.
I rarely ride by bike.;Eu raramente ando de bicicleta.
She doesn't ride a horse.;Ela não anda de cavalo.
Will you ride a motorcycle on the weekend? ;Você andará de moto no fim de semana? 
I have already ridden by horse.;Eu já andei de cavalo.
He loved to ride a bike on his vacations.;Ele amou andar de bicicleta nas férias.
Would you like to ride a horse around the farm?;Você gostaria de andar de cavalo pela fazenda?
She wishes to ride a motorcycle.;Ela deseja andar de moto.
I ride by bike because it is relaxing.;Eu ando de bicicleta por que é relaxante.
Do you try to ride a horse when you go to the countryside?;Você tenta andar a cavalo quando vai ao campo?
He rode by bike on his childhood.;Ele andou de bicicleta na infância.
She walks at the zoo every Saturday.;Ela caminha no zoológico todo sábado.
Does she like to walk at the park with you?;Ela gosta de caminhar no parque com você? 
I prefer to walk at night on well-lighted streets .;Eu prefero caminhar a noite em ruas bem iluminadas.
How many miles have you walked for?;Por quantas milhas você andou?
She doesn't like to walk in the morning.;Ela não gosta de andar de manhã.
Why does she never walk with us?;Por que ela nunca caminha conosto?
My father walks everyday since I was a child.;Meu pai caminha todos os dias desde que eu era criança.
Did you walk yesterday?;Você caminhou ontem?
I can't run without tennis.;Eu não posso correr sem tênis.
She runs with her mother.;Ela corre com a mãe dela.
What time do you usually run?;Quem horas você geralmente corre?
I ran for five miles to meet you.;Eu corri por cinco milhas para encontrar vocês.
How often do they run?;Com que frequência eles correm?
She has never needed to run for her life. ;Ela nunca precisou correr por sua vida.
Could I run with you?;Eu poderia correr com você?
She used to run after breakfast.;Ela costumava correr depois do cafê da manhã.
I was thinking in I run the marathon.;Eu estava pensando em correr a maratona.;Procurar e estudar regra.
Would we run together to lose weight?;Nós correríamos juntos para perder peso?
I don't park on the street.;Eu não estaciono na rua.
She has parked at the mall's parking.;Ela estacionou no estacionamento do shopping.
How much is paring here?;Quanto custa estacionar aqui?
She likes to skate at the park.;Ela gosta de patinar no parque.
I skated when I was a child.;Eu patinava quando criança.
Do you skate professionally?;Você patina profissionalmente?
I waited a thousand years.;Eu esperei mil anos.
I have waited my son to arriving.;Eu esperei meu filho chegar.
She waits my father for three hours.;Ela espera meu pai por 3 horas.
She has waited to cool.;Ela esperou esfriar.
Could you wait for me? ;Você poderia me esperar?
He waited for his love for two years.;Ele esperou pelo seu amor por dois anos.
How long will I need to wait? ;Quanto tempo eu precisarei esperar?
I have chosen to wait.;Eu escolhi esperar.
I hope to win the lottery.;Eu espero ganhar na loteria.
He hopes having a beautiful wife.;Ele espera ter uma linda esposa.;Estudar regra.Ver se é present continuons
I hope so.;Eu espero que sim.
I don't hope so.;Eu espero que não.
I will hope.;Eu esperarei com esperança.
I'm going to hope.;Eu esperarei com esperança.
I hope you forgive me.;Eu espero que você me perdoe.
She hopes to get a scholarship.;Ela espera conseguir uma bolsa de estudos.
Do you hope Brazil get better?;Você espera que o Brasil melhore?
He hoped to be loved for her until the end.;Ele esperou ser amado por ela até o fim.
I expect to go to Salvador./ I can't wait to go to Salvador.;Eu mal posso esperar para ir a Salvador.
I have expect gnawing my nails.;Eu esperei roendo a unha.
I expect that doesn't rain.;Eu espero que não chova.
How tall do you expect to be? ;Quão alto você espera ser?
I am expecting a baby.;Eu estou esperando um bebê.
Do you expect to finish the book this year? ;Você espera terminar o livro esse ano?
He expects his vacations.;Ele espera a suas férias.
I expect to read many books until the end of the semester;Eu espero ler muitos livros até o fim do semestre.
Let me help you./ Let me aid you.;Deixa-me ajudar você.
Would you help me? /Would you aid me? ;Você me ajudaria?
She will aid me tomorrow.;Ela me ajudará amanhã.
Does he aid your family?;Ele ajuda a sua família?
The straight-A student has helped me./The straight-A student has aided me;A CDF me ajudou.
I would help my friend.;Eu socorreria a minha amiga.
I have helped.;Eu socorri.
Who have you helped?;Quem você socorreu?
My physician has had to help me.;Meu médico teve que me socorrer.
I attended in 2000 year that course.;Eu cursei no ano 2000 aquele curso.
I have attended that course, do you remember? ;Eu cursei aquele curso, você lembra?
Are you attending?;Você está cursando?
How often do you study history?;Com que frequência você estuda história?
Did she study for the test? ;Ela estudou para a prova?
Study more.;Estude mais.
She doesn't teach my brother.;Ela não ensina meu irmão.
But I hope she will teach.;Mas eu espero que ela ensinará.
The teacher teaches.;O ensinador o ensina.
She doesn't learn.;Ela não aprende.
He has taught everything I have learnt.;Ele ensinou tudo que eu aprendi.
Learn to control your anger. ;Aprenda a controlar a sua raiva.
He has focused./ He has paid attention.;Ele prestou atenção.
Are you pay attention?/ Are you focusing? ;Você está prestando atenção?
I didn't focus yesterday.;Eu não prestei atenção ontem.
She focuses. ;Ela presta atenção!
Read your Bible daily.;Leia a bíblia diariamente.
You need to read Edmund Burke.;Você precisa ler Edmund Burke.
Does she already know to read? ;Ela já sabe ler?
I read earlier.;Eu li mais cedo.
I am gonna read later.;Eu lerei mais tarde.
Have you read that? ;Você leu aquilo?
Do you know reading and writing?;Você sabe ler e escrever?
Would she write to me? ;Ela escreveria para mim?
What do you write so much?;O que você escreve tanto?
